ltmc,ltm_detail,hit_num,url,referrer,cid_v0,native_v10,user_agent_v96,clean_url_v33,mc_inst,visits,cid_v0_inst,native_v10_inst,clean_url_v33_inst
Natural Search,n:Google:::empty::,120,https://www.originenergy.com.au/my/usage,https://www.google.com/,"",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/usage,0,1,0,1,1
Email,em:kr:bz:res:nat:mar:originhome:reducebills:Feb24:2154,4,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-F926B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-F926B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/usage,0,1,0,1,1
Email,em:kraken:ebill,21,https://www.originenergy.com.au/pay/select-payment-method,android-app://com.google.android.gm/,"",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/pay/select-payment-method,0,1,0,1,1
Natural Search,n:Google:::empty::,152,https://www.originenergy.com.au/my/move-address,https://www.google.com/,em:an:ser:int:ressme:jun.24.0010,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/move-address,0,1,0,1,1
Natural Search,n:DuckDuckGo:::empty::,3,"",https://duckduckgo.com/,"",no,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0,https://id.originenergy.com.au/login,0,1,0,1,1
Origin App,None,4,https://www.originenergy.com.au/my/make-payment/A-16D1CF85/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-16D1CF85/select-payment-method,0,1,0,1,1
Internal,originenergy:404,1353,"","","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/ces-signup/step-1,0,1,0,1,1
Email,em:kraken:ebill,26,"","",ps:re:NATBAU:gl,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/pay/success,0,1,0,1,1
Origin App,None,77,https://www.originenergy.com.au/my/disconnect,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/disconnect,0,1,0,1,1
Direct,originenergy:my-account:login:success,20,https://www.originenergy.com.au/my/service/electricity/13285894/plan,"","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/service/electricity/13285894/plan,0,1,0,1,1
Direct,None,5,https://www.originenergy.com.au/my/make-payment/A-6DEFFCCA/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-6DEFFCCA/select-payment-method,0,1,0,1,1
Direct,None,16,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-7089D9E8/summary/108009535,0,1,0,1,1
Origin App,None,13,https://www.originenergy.com.au/my/make-payment/A-6AEA1199/success,"","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S918B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S918B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36",https://www.originenergy.com.au/my/make-payment/A-6AEA1199/success,0,1,0,1,1
Natural Search,n:Google:::empty::,80,"",https://www.google.com/,"",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Internal,originenergy:my-account:login:success,5,https://id.originenergy.com.au/login,"","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",https://id.originenergy.com.au/login,0,1,0,1,1
Internal,originenergy:for-home:my-account:login,38,https://id.originenergy.com.au/login,"","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://id.originenergy.com.au/login,0,1,0,1,1
Internal,None,5,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/service/electricity/12906161/plan,0,1,0,1,1
Natural Search,n:Google:::empty::,51,"",https://www.google.com/,"",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_11 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.1 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/internet/plans/,0,1,0,1,1
Paid Search,Internet,1,https://www.originenergy.com.au/electricity-gas,"",ps:re:internetedrxmas20240810:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/electricity-gas/,0,1,0,1,1
Direct,None,7,https://www.originenergy.com.au/my/make-payment/A-B3A40DA5/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-B3A40DA5/select-payment-method,0,1,0,1,1
Natural Search,n:Google:::empty::,49,https://www.originenergy.com.au/my/disconnect/contact-details,https://my-internet.originbroadband.com.au/,"",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/disconnect/contact-details,0,1,0,1,1
Paid Search,Electricity & Gas,30,"",https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",https://id.originenergy.com.au/login,0,1,0,1,1
Natural Search,n:Google:::empty::,12,"",https://www.google.com/,"",no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",https://www.originenergy.com.au/pay/success,0,1,0,1,1
Origin App,None,15,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-F4D6249F/confirm,0,1,0,1,1
Origin App,None,13,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-7EE6479D/confirm,0,1,0,1,1
Origin App,None,28,https://www.originenergy.com.au/my/make-payment/A-9D0921CF/success,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-9D0921CF/success,0,1,0,1,1
Origin App,None,5,https://www.originenergy.com.au/my/make-payment/A-DF24060C/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-DF24060C/select-payment-method,0,1,0,1,1
Email,em:kr:ser:any:nov24:ebill,35,"","",em:kr:ser:any:nov24:ebill,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/billing-payments/new-bill/,0,1,0,1,1
Offline (Vanity url),vt:re:compare,24,"","",vt:re:compare,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/billing/A-12E1A3E1/summary/108007605,0,1,0,1,1
Natural Search,n:Microsoft Bing:::empty::,6,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/connect/requests/OC987180,0,1,0,1,1
Email,em:kraken:contract-pack,26,"","","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/payment-settings/frequency/setup,0,1,0,1,1
Paid Search,Electricity & Gas,16,"","",ps:re:NATBAU:gl,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/refunds/request/stp-success,0,1,0,1,1
Email,em:re:pwdless1112,60,https://www.originenergy.com.au/my/assistance,"",em:re:pwdless1112,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/my/assistance,0,1,0,1,1
Origin App,None,17,https://www.originenergy.com.au/my/payment-extension/A-8B1E0B28/confirm,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/payment-extension/A-8B1E0B28/confirm,0,1,0,1,1
Internal,originenergy:pay:select-payment-method,6,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/my/,0,1,0,1,1
Paid Search,Internet,31,"","",ps:re:internetFY25BAU2706:gl,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/internet/plans/,1,1,1,1,1
Internal,originenergy:my-account-setup,8,"","","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/connect/claim-distributors-portal,0,1,0,1,1
Natural Search,n:Google:::empty::,18,https://www.originenergy.com.au/pay/confirm,https://www.google.com/,ps:re:fy25-ph2-winter1806:gl,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/pay/confirm,0,1,0,1,1
Origin App,None,3,https://www.originenergy.com.au/my/make-payment/A-8D9B88D6,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-8D9B88D6,0,1,0,1,1
Internal,None,6,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0",https://www.originenergy.com.au/business/electricity-and-gas-plans,0,1,0,1,1
Internal,originenergy,66,"","","",no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",https://www.originenergy.com.au/my/usage/hourly,0,1,0,1,1
Paid Search,Electricity & Gas,46,https://www.originenergy.com.au/electricity-gas,"",ps:re:NATBAU:gl,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/electricity-gas/,0,1,0,1,1
Internal,originenergy:pay:select-contract-account,3,https://www.originenergy.com.au/pay/select-contract-account,"","",no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/pay/select-contract-account,0,1,0,1,1
Email,em:re:reg1112,32,https://id.originenergy.com.au/u/mfa-login-options,android-app://com.originmobileapp/,em:re:reg1112,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://id.originenergy.com.au/u/mfa-login-options,0,1,0,1,1
Origin App,None,3,https://www.originenergy.com.au/my/billing,"","",yes,"Mozilla/5.0 (Linux; Android 14; SM-A166P Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 14; SM-A166P Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML",https://www.originenergy.com.au/my/billing/,0,1,0,1,1
Origin App,None,3,"","","",yes,Mozilla/5.0 (iPhone; CPU OS 17_5 like Mac OS X; zh-CN),"",0,1,0,1,0
Origin App,None,3,https://www.originenergy.com.au/my,"","",yes,"Mozilla/5.0 (Linux; Android 14; SM-F936B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 14; SM-F936B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML,",https://www.originenergy.com.au/my/,0,1,0,1,1
Email,em:mar:res:internet:fy25q3_movers:feb25:22500,6,https://www.originenergy.com.au/my,"","",yes,"Mozilla/5.0 (Linux; Android 14; SM-G990E Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.95 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 14; SM-G990E Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML,",https://www.originenergy.com.au/my/,0,1,0,1,1
Email,em:kr:bz:res:nat:onboarding:app:mar:sf:standard:mr:Jun23:2022,4,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/,0,1,0,1,1
Natural Search,n:Google:::empty::,14,"","",em:K27lbe:signaturebanner:2103,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/electricity-gas/plans.html,0,1,0,1,1
Email,em:mar:resi:news:april25:2563,17,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S908E Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.181 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S908E Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,8,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/billing/A-9A3955F3/summary/108009414,0,1,0,1,1
Paid Search,Electricity & Gas,6,https://www.originenergy.com.au/my/make-payment/A-A5ED10A6/select-payment-method,https://www.bing.com/,"",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 Edg/139.0.0.0",https://www.originenergy.com.au/my/make-payment/A-A5ED10A6/select-payment-method,0,1,0,1,1
Natural Search,n:Google:::empty::,19,"",https://www.google.com/,"",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/billing/A-CE50AE3C/summary/110887988,0,1,0,1,1
Paid Search,Internet,20,"",https://www.google.com/,ps:re:winternet100credit2107:pm,no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/sign-up,0,1,0,1,1
Email,em:kr:ser:res:sep24:PAYMENT-SCHEDULED,40,"","",em:kr:ser:res:sep24:PAYMENT-SCHEDULED,no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/payment-settings/method,0,1,0,1,1
Origin App,None,3,"","","",yes,"Mozilla/5.0 (Linux; Android 14; SM-S921B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 14; SM-S921B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML,",https://www.originenergy.com.au/my/service/lpg/order/summary/,0,1,0,1,1
SMS / Push,push:ser:updt:res:mar25:2548,66,"","","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/reward/rewards-and-offers,0,1,0,1,1
Internal,originenergy:pay,24,"","","",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/,0,1,0,1,1
Origin App,None,15,"","","",yes,"Mozilla/5.0 (Linux; Android 14; SM-G990E Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 14; SM-G990E Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML,",https://www.originenergy.com.au/my/make-lpg-payment/confirm,0,1,0,1,1
Origin App,None,34,https://www.originenergy.com.au/my/make-payment/A-2007DDC5/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-2007DDC5/select-payment-method,0,1,0,1,1
Natural Search,n:Google:::empty::,19,"","","",yes,"Mozilla/5.0 (Linux; Android 16; Pixel 9 Build/BP2A.250705.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 16; Pixel 9 Build/BP2A.250705.008; wv) AppleWebKit/537.36 (KHTML, l",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,49,https://www.originenergy.com.au/my/reward/my-origin-rewards,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/reward/my-origin-rewards,0,1,0,1,1
Internal,originenergy:pay:select-payment-method,13,"","","",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",https://id.originenergy.com.au/login,0,1,0,1,1
Natural Search,n:Google:::empty::,12,"",https://www.google.com/,"",no,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/about/investors-media/sustainability-report-2025/,0,1,0,1,1
Origin App,None,3,https://www.originenergy.com.au/my/make-payment/A-458FA3FB,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-458FA3FB,0,1,0,1,1
Origin App,None,7,https://www.originenergy.com.au/my/make-payment/A-7CDF0417/select-payment-method,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/make-payment/A-7CDF0417/select-payment-method,0,1,0,1,1
Offline (Vanity url),vt:re:compare,12,"","",vt:re:compare,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/,0,1,0,1,1
Email,em:kr:ser:any:nov24:ebill,22,"","",em:kr:ser:any:nov24:ebill,no,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/139.0.7258.76 Mobile/15E148 Safari/604.1",https://www.originenergy.com.au/my/billing/A-763E496A/summary/107753687,0,1,0,1,1
Paid Search,None,10,"",https://www.google.com/,ps:re:NATBAU:gl,no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://www.originenergy.com.au/my/usage,0,1,0,1,1
Internal,originenergy:my-account:auth:forgot-password-reset-manual,63,https://www.originenergy.com.au/my/payment-settings/method/success,"","",no,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",https://www.originenergy.com.au/my/payment-settings/method/success,0,1,0,1,1
Origin App,None,3,https://www.originenergy.com.au/my/make-payment/A-9ACB96BC,"","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S916B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S916B Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/make-payment/A-9ACB96BC,0,1,0,1,1
Internal,originenergy:lpg:lpg-account:manage-lpg-account,33,"",android-app://com.google.android.gm/,"",no,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",https://www.originenergy.com.au/lpg/lpg-account/manage-lpg-account/,0,1,0,0,1
Email,em:mar:resi:news:april25:2563,5,"","","",yes,"Mozilla/5.0 (Linux; Android 15; SM-S908E Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/139.0.7258.94 Mobile Safari/537.36 Mozilla/5.0 (Linux; Android 15; SM-S908E Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (",https://www.originenergy.com.au/my/,0,1,0,1,1
Origin App,None,24,https://www.originenergy.com.au/my/service/lpg/order-history,"","",yes,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 odin-mobile-app",https://www.originenergy.com.au/my/service/lpg/order-history,0,1,0,1,1
